City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Plavinas,LV,56.6178,25.7255,39.99,65,11,3.33,few clouds
700,Erzin,TR,36.9559,36.2,73.99,25,0,4.74,clear sky
701,Iguatu,BR,-6.3594,-39.2986,97.52,23,15,3.29,few clouds
702,Chuzhou,CN,32.3219,118.2978,71.71,95,92,4.99,light rain
703,Wanning,CN,18.8003,110.3967,79.23,88,100,12.08,heavy intensity rain
704,Phan Thiet,VN,10.9333,108.1,77.49,91,100,9.55,moderate rain
705,Sakakah,SA,29.9697,40.2064,83.77,19,2,13.8,clear sky
706,Cedar Lake,US,41.3648,-87.4411,77.72,76,45,6.98,scattered clouds
707,Linkou,CN,45.3,130.2833,43.05,59,60,2.51,broken clouds
708,Kurduvadi,IN,18.0833,75.4333,79.79,76,100,4.76,light rain
709,Khani,GE,41.9563,42.9566,53.17,77,18,5.77,few clouds
710,Pitsunda,GE,43.1592,40.3378,58.71,66,16,3.33,few clouds
711,Sabla,NG,12.7525,4.7077,91.62,28,88,5.7,overcast clouds
712,Marau,BR,-28.4492,-52.2,66.15,97,100,5.93,overcast clouds
713,Simiti,CO,7.9579,-73.9436,84.54,73,89,2.46,overcast clouds
714,Koygorodok,RU,60.445,50.9968,43.38,90,100,7.05,overcast clouds
